Review Text,Review,Recommends
প্রথমে গিয়ে দেখলাম পুরা রেস্টুরেন্ট ভরা তাই পাশের রুমে বসালো কিন্তু সেখানে সিগারেট এর গন্ধ এবং বদ্ধ পরিবেশ। এর পর সিট খালি হলে নিয়ে আসে আমাদের অন্য টেবিলে সেখানে দেখি এসি বন্ধ জিজ্ঞাস করায় বললো এসি নষ্ট। এরপর তিনটা পাস্তা অর্ডার দিলাম। প্রায় ২৫ মিনিট পর নিয়ে আসলো দুটি পাস্তা। এর কিছুক্ষণ পর ডেকে জিজ্ঞাস করলাম আরেকটা পাস্তা কোথায়? তখন তারা বললো ও আচ্ছা আপ্নারা তিনটা বলেছিলেন? আরও ২০ মিনিট পর নিয়ে আসলো আরেকটি পাস্তা। যেই প্লেটে পাস্তা দিলো সেটি কোনায় ভাঙা। খাবার দেওয়ার অনেক পরে ড্রিংক্স সারভ করে গেল। হোয়াইট সস নামে যে জিনিস দিল তা থেকে অনেক বেশি রসুনের গন্ধ আসছিল। এরপর বললাম পাস্তা পারসেল করে দিতে। বিরিয়ানির প্যাকাটে পাস্তা ভরে দিল। পাস্তায় যে পরিমান তেল তা দিয়ে দুটি ডিম অনায়াসে ভাজা যাবে। তারা বললো প্যাকেটটা সোজা করে নিয়া যাবেন তেল পরে যাবে। প্যাকেট নিয়ে নিচে নামতে নামতেই জামায় তেল পড়ে যামা নষ্ট হয়ে গেল।,1.0,
bad hospitality very bad experience... don't come again....,1.0,
Worst experience....,1.0,
Food! Environment! And specially waiters behaviour!!! Khubi baje!!!,1.0,
Asle bujte parba pasta kake bole,5.0,
"poor service,low quality food,,,,,,sorry to say,,,but true,,,,pls,think before come,,,,",1.0,
1.Worst food (specially Naga pasta). 2. Serving delay. 3. Quantity not matched with the given picture. 4. Worst service.......�����,1.0,
"Food was disgusting.Chowmin,pizza,pasta were made of rotten chicken and nobody could finish any of the dishes.",1.0,
Worst service ever,1.0,
Poor service....�,1.0,
Too oily,1.0,
Good but not so good it's okay something like that �,3.0,
Tragic situation. The rest is history. Feeling tasteless.........but chowmein is good...�,1.0,
They gave us rotted chicken.,1.0,
their food quality is very good. price reasonable too. but service of the waiters should be upgraded.,5.0,
"Seriously We came at 1 30 and waited for about 40 mins.after 40 mins they served us chowmin when we clearly ordered Naga pasta,all the people who came after us were getting their orders. Really bad service.",1.0,
যখন waitor দের ডাকা হয় তারা responce করে না and ইচ্ছা মতো কাজ করে।।customer দের পাত্তা দেয় না।।যেমন লাগে free তে খেতে যাই।।ডাকলে বিরক্ত হয় এন্ড বলে সেই সকাল এগারোটা থেকে duty করতেসি।।waitor দের জন্য 5 star দিলাম না।।।but খাবার এর মান খুবই ভালো।।,4.0,
Awesome food every time. Service is great and hoping to go again. Wish your ever success,5.0,
set menu was good but pasta is really very low quality to me. whatever 7/10 ��,4.0,
Chowmine is so yummy.. also the chessy french fries....the things i dont like is there are much more waiters....also they dont accept any type cards... Food is excellent,5.0,
Pizza was good. The waiter showed attitude which was kind of annoying.Also delayed servicing. Waited for almost 35 mins for a parcel.,4.0,
"pasta was up to mark! delayed service! service could be better! had to wait 30+ mins for french fry! ambience was nt classy! no wifi! toilet is inside food shop! n no credit card facilities! but, still... value for meal!",3.0,
perfect place for pasta... all types of pastas are fresh and tasty..and their service is good..,5.0,
"The food was great, but the service and the ambiance is not so good.",4.0,
Awsame food''''''''''''''''''''''''''';;;;;;;;;;;;;;;;;,5.0,
"Nice food good luck i love it ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5.0,
nice good food.....................;;;;;;;;;;;;;;;;;;;;;;,5.0,
good food thaks pasta state................................,5.0,
awosame food...........................................................................,5.0,
nice pasta lovely pasta i like it pasta i love pasta,5.0,
goog............................................,5.0,
nice................,5.0,
nice pasta...............................................,5.0,
nice.....................................................,5.0,
i love pasta nice job bro.. love it pasta,5.0,
love it.......................................................,5.0,
nice bro..........................................,5.0,
nice food bro...............................................,5.0,
nice food...............................................................,5.0,
Awosame...........................................................................,5.0,
nice.... pasta i like pasta love it................,5.0,
Pasta nice food...........................i like it,5.0,
thanks..........................................................................,5.0,
nice bro........................................................,5.0,
i love pasta thank you pasta state nice food,5.0,
nice job......................... good food,5.0,
excellent taste of their pasta!!! I just love it! wanna go there more and more! but the space is a little bit small... other things are best!,5.0,
Fence fry ta valo chilo bt pizza nd pasta was too bad to test. It was full of oil .,1.0,
Foods are up to the mark..yesterday i tried baked pasta and spicy chicken naga pasta..both were good. Service could be a bit better. Decoration and specially toilet's placement is wrong. But full marks for food.,3.0,
"Good food,, it was fresh... It was my 2nd time, I'll be there soon � �",5.0,
Best pasta ���� and the quantity is fair enough for two person according to me �,5.0,
"For some reason baked pasta tastes sweet here �Their Mexican pasta used to be pretty good but this time was a complete disaster! Ketchup was all I could taste and there were chopped green chilies, not even cooked with the pasta. Why! Hardly any mushrooms and, it tasted like the whole dish was just dipped in tomato and chili sauce, and presented. Cheesy fries were good, as always, hence rating it 3. The rest were horrible!",3.0,
Best pasta in Dhaka. Should start the home delivery service asap.. & we want a branch in uttara tooooooo,5.0,
I would like to give you 1* because my last day experience was so horrible.,1.0,
i like it very much..pasta is very tasty and cheese...,5.0,
Pasta was too good. Please make your customer service good. I gave 3 star only for pasta. I wanna give you a 5 next time when I will go.,3.0,
Overall food was not good as well service.I will not go there next time �,3.0,
"Baked pasta was good but it lacked proper baking and the naga pasta had no mushrooms and lastly, the shop must have proper generator system for right time service.",4.0,
কতবার যে গেছি কোন হিসাব নাই। তবুও যাই বার বার যাই... পেট ভরে তবু মন ভরে না।,4.0,
I don't think the service is good enough. Ao I don't like it.,2.0,
excellent taste of their pasta!!! I just love it! wanna go there more and more! but the space is a little bit small... other things are best! :),4.0,
Quite good place for the pasta lovers. Pasta was too good..just awesome!,5.0,
All types of pasta that they sell are really good,4.0,
3star is just only for food. We tried 1. Pasta basta 2. Italian baked pasta 3. Special Baked Pasta 4. Spicy chicken Naga pasta.... All were good. But should improve the service. The Waiter keep coming and stare at table which is too embarrassing. Please told them not to do so.... Should improve the decorations.,3.0,
